Domain Code,Domain,Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","42","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","39","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","45","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","40","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","38","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","43","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","30.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","29.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_3","PUNJAB","FG11","Fats and oils","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","31.5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3302","Energy apparent intake","6128A","Average","kcal/cap/d","245","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3302","Energy apparent intake","61281","Confidence interval: Lower bound","kcal/cap/d","214","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3302","Energy apparent intake","61282","Confidence interval: Upper bound","kcal/cap/d","275","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3303","Protein apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3303","Protein apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3304","Fat apparent intake","6123A","Average","g/cap/d","27.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","23.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","30.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3307","Calcium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3308","Iron apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3311","Potassium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","31","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","24","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","37","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","29","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","23","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","34","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","27.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","23.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_8","RAJASTHAN","FG11","Fats and oils","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","30.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3302","Energy apparent intake","6128A","Average","kcal/cap/d","197","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3302","Energy apparent intake","61281","Confidence interval: Lower bound","kcal/cap/d","185","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3302","Energy apparent intake","61282","Confidence interval: Upper bound","kcal/cap/d","209","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3303","Protein apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3303","Protein apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3304","Fat apparent intake","6123A","Average","g/cap/d","21.9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","20.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","23.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3307","Calcium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3308","Iron apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3311","Potassium apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","356_11","SIKKIM","FG11","Fats and oils","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
