Domain Code,Domain,Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0.58","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.57","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.59","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","16","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","15","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","16","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","147","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","145","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","150","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3311","Potassium apparent intake","6209A","Average","mg/cap/d","196","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","193","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","199","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0.06","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3314","Thiamin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.06","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3314","Thiamin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.06","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0.27","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.26","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.27","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0.08","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.08","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.08","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","56","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","55","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","57","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","56","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","55","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","57","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","156.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","153.5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10000","National","FG4","Milk and milk products","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","158.7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3302","Energy apparent intake","6128A","Average","kcal/cap/d","85","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3302","Energy apparent intake","61281","Confidence interval: Lower bound","kcal/cap/d","83","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3302","Energy apparent intake","61282","Confidence interval: Upper bound","kcal/cap/d","87","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3303","Protein apparent intake","6123A","Average","g/cap/d","4.7","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","4.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3303","Protein apparent intake","61232","Confidence interval: Upper bound","g/cap/d","4.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3304","Fat apparent intake","6123A","Average","g/cap/d","4.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","4.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","4.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","6.9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","6.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","7.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3307","Calcium apparent intake","6209A","Average","mg/cap/d","166","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","162","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","170","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3308","Iron apparent intake","6209A","Average","mg/cap/d","0.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.1","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0.54","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3312","Zinc apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.53","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3312","Zinc apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.55","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3309","Magnesium apparent intake","6209A","Average","mg/cap/d","15","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3309","Magnesium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","14","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3309","Magnesium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","15","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3310","Phosphorus apparent intake","6209A","Average","mg/cap/d","137","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3310","Phosphorus apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","134","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3310","Phosphorus apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","140","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3311","Potassium apparent intake","6209A","Average","mg/cap/d","182","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3311","Potassium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","178","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3311","Potassium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","187","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3314","Thiamin apparent intake","6209A","Average","mg/cap/d","0.06","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3314","Thiamin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.06","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3314","Thiamin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.06","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3315","Riboflavin apparent intake","6209A","Average","mg/cap/d","0.25","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3315","Riboflavin apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.24","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3315","Riboflavin apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.25","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","6209A","Average","mg/cap/d","0.07","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.07","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3316","Vitamin B6 apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.07","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","6206A","Average","μg/cap/d","52","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","51","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3319","Vitamin A apparent intake (retinol equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","54","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","6206A","Average","μg/cap/d","52","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","62061","Confidence interval: Lower bound","μg/cap/d","51","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3318","Vitamin A apparent intake (retinol activity equivalents)","62062","Confidence interval: Upper bound","μg/cap/d","54","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3300","Food, edible, apparent consumption","6123A","Average","g/cap/d","145.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3300","Food, edible, apparent consumption","61231","Confidence interval: Lower bound","g/cap/d","142","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10001","Urban","FG4","Milk and milk products","3300","Food, edible, apparent consumption","61232","Confidence interval: Upper bound","g/cap/d","148.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3302","Energy apparent intake","6128A","Average","kcal/cap/d","107","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3302","Energy apparent intake","61281","Confidence interval: Lower bound","kcal/cap/d","105","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3302","Energy apparent intake","61282","Confidence interval: Upper bound","kcal/cap/d","110","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3303","Protein apparent intake","6123A","Average","g/cap/d","5.9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3303","Protein apparent intake","61231","Confidence interval: Lower bound","g/cap/d","5.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3303","Protein apparent intake","61232","Confidence interval: Upper bound","g/cap/d","6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3304","Fat apparent intake","6123A","Average","g/cap/d","5.3","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3304","Fat apparent intake","61231","Confidence interval: Lower bound","g/cap/d","5.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3304","Fat apparent intake","61232","Confidence interval: Upper bound","g/cap/d","5.5","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3305","Carbohydrate (available) apparent intake","6123A","Average","g/cap/d","8.8","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3305","Carbohydrate (available) apparent intake","61231","Confidence interval: Lower bound","g/cap/d","8.6","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3305","Carbohydrate (available) apparent intake","61232","Confidence interval: Upper bound","g/cap/d","9","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3306","Dietary Fibre apparent intake","6123A","Average","g/cap/d","0","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3307","Calcium apparent intake","6209A","Average","mg/cap/d","210","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3307","Calcium apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","205","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3307","Calcium apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","214","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3308","Iron apparent intake","6209A","Average","mg/cap/d","0.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3308","Iron apparent intake","62091","Confidence interval: Lower bound","mg/cap/d","0.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3308","Iron apparent intake","62092","Confidence interval: Upper bound","mg/cap/d","0.2","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
"HCES","Apparent intake (based on household consumption and expenditure surveys)","356_2012","India - 2012","10002","Rural","FG4","Milk and milk products","3312","Zinc apparent intake","6209A","Average","mg/cap/d","0.68","E","Estimated value","Socio Economic Survey, Sixty-Eighth Round, July 2011 - June 2012."
